1011646E03	1083465E08	2343964E07	9388936E05	3540703E06	2382267E05	1541467E05	1049599E07	1494756E05
0.001035211	105268500.0	23380830.0	1090984.0	3761383.0	296711.0	168897.0	10677030.0	114119.6
0.001059324	102109500.0	22919990.0	887714.7	3872042.0	209661.3	156130.7	10563360.0	102600.2
0.001083999	99820070.0	23418350.0	985209.9	3653124.0	265919.5	213607.5	10192130.0	143858.1
0.001109248	97343410.0	23153670.0	992604.5	3676471.0	285427.1	127803.2	10024030.0	85202.11
0.001135086	96901100.0	23192820.0	982499.5	3567805.0	216482.9	162362.2	9504434.0	141546.5
0.001161526	94463460.0	23083930.0	878767.7	3755105.0	284785.8	195281.7	9222993.0	134256.2
0.001188581	91466370.0	23063390.0	1077431.0	4174550.0	254448.7	147103.2	8786433.0	147103.2
0.001216267	89015240.0	23229980.0	932462.9	3753163.0	283624.1	135984.2	8730184.0	104902.1
0.001244597	87866080.0	22959390.0	937815.3	3580404.0	292355.4	155669.7	8709912.0	91123.75
0.001273587	84185190.0	22874600.0	920178.4	3602795.0	256017.4	159547.1	8329840.0	115022.3
0.001303253	83537980.0	23253140.0	1091407.0	3734716.0	232060.0	170419.1	8401298.0	174045.0
0.00133361	82043910.0	23244710.0	1073651.0	3614269.0	240951.3	162996.5	8266755.0	124019.0
0.001364674	80162520.0	23498180.0	1073451.0	3687822.0	249317.5	138509.7	8130522.0	93494.08
0.001396461	78395320.0	23257700.0	1018561.0	3573422.0	267329.8	128589.0	7752565.0	104901.6
0.001428989	76448790.0	23779880.0	879633.9	3392874.0	231482.6	115741.3	7285089.0	109127.5
0.001462274	74143070.0	23348460.0	992107.5	3425518.0	242371.5	106643.5	7287304.0	119570.0
0.001496335	72477470.0	23300160.0	925311.5	3259118.0	274751.2	110532.1	7197218.0	85267.61
0.001531189	71725760.0	23260490.0	919679.7	3225051.0	194428.9	129619.3	7113630.0	98757.55
0.001566855	69752280.0	23270870.0	877633.8	3142592.0	265401.3	123652.9	6894401.0	90477.71
0.001603352	67330450.0	23336510.0	822289.1	3262631.0	218098.2	156205.5	6943775.0	70734.55
0.001640699	66944130.0	23300690.0	771889.5	3093318.0	210253.5	97926.28	6584102.0	95046.1
0.001678915	64713830.0	23181240.0	751504.5	3138305.0	222355.3	90067.96	6445488.0	90067.96
0.001718022	62825430.0	23434730.0	775656.5	2976101.0	222795.0	99019.98	6331778.0	93518.87
0.00175804	62051200.0	23492640.0	814447.3	2884165.0	212347.6	120957.5	6152706.0	61822.73
0.00179899	60475890.0	23638210.0	767013.8	2710816.0	183873.2	141845.0	6383026.0	65668.99
