# Energy(keV)    dEe/dx(keV/micro_m)  dEn/dx(keV/micro_m)  x(micro_m)
1.300000000000000044e-01 5.743999999999999773e+00 1.630000000000000000e+02 9.000000000000000838e-04
1.399989999999999846e-01 5.961000000000000298e+00 1.685999999999999943e+02 9.000000000000000838e-04
1.499989999999999934e-01 6.169999999999999929e+00 1.740000000000000000e+02 1.000000000000000021e-03
1.599990000000000023e-01 6.373000000000000220e+00 1.790999999999999943e+02 1.000000000000000021e-03
1.699990000000000112e-01 6.568999999999999950e+00 1.840000000000000000e+02 1.000000000000000021e-03
1.799989999999999923e-01 6.759000000000000341e+00 1.885999999999999943e+02 1.000000000000000021e-03
1.999990000000000101e-01 7.125000000000000000e+00 1.974000000000000057e+02 1.100000000000000066e-03
2.249990000000000046e-01 7.557000000000000384e+00 2.075999999999999943e+02 1.200000000000000112e-03
2.499989999999999990e-01 7.966000000000000192e+00 2.169000000000000057e+02 1.200000000000000112e-03
2.749990000000000490e-01 8.355000000000000426e+00 2.255000000000000000e+02 1.300000000000000157e-03
2.999990000000000157e-01 8.726000000000000867e+00 2.335000000000000000e+02 1.399999999999999986e-03
3.249990000000000379e-01 9.083000000000000185e+00 2.410000000000000000e+02 1.399999999999999986e-03
3.499990000000000046e-01 9.426000000000000156e+00 2.480999999999999943e+02 1.500000000000000031e-03
3.749990000000000268e-01 9.756000000000000227e+00 2.548000000000000114e+02 1.500000000000000031e-03
3.999990000000000490e-01 1.008000000000000007e+01 2.611000000000000227e+02 1.600000000000000077e-03
4.499990000000000379e-01 1.068999999999999950e+01 2.726999999999999886e+02 1.700000000000000122e-03
4.999990000000000268e-01 1.126999999999999957e+01 2.833000000000000114e+02 1.800000000000000168e-03
5.499990000000000157e-01 1.182000000000000028e+01 2.930000000000000000e+02 1.899999999999999996e-03
5.999990000000000601e-01 1.233999999999999986e+01 3.020000000000000000e+02 2.000000000000000042e-03
6.499989999999999934e-01 1.284999999999999964e+01 3.103000000000000114e+02 2.100000000000000304e-03
