# Energy(keV)    dEe/dx(keV/micro_m)  dEn/dx(keV/micro_m)  x(micro_m)
9.999990000000000268e-03 2.051000000000000156e+00 2.558999999999999986e+01 5.000000000000000104e-04
1.099989999999999996e-02 2.150999999999999801e+00 2.710999999999999943e+01 5.000000000000000104e-04
1.199990000000000084e-02 2.245999999999999996e+00 2.857000000000000028e+01 5.000000000000000104e-04
1.299990000000000000e-02 2.338000000000000078e+00 2.998000000000000043e+01 5.000000000000000104e-04
1.399990000000000089e-02 2.426000000000000156e+00 3.133999999999999986e+01 5.000000000000000104e-04
1.499990000000000004e-02 2.511000000000000121e+00 3.264999999999999858e+01 5.000000000000000104e-04
1.599990000000000093e-02 2.593999999999999861e+00 3.392000000000000171e+01 5.000000000000000104e-04
1.699990000000000182e-02 2.673999999999999932e+00 3.515999999999999659e+01 6.000000000000000559e-04
1.799989999999999923e-02 2.750999999999999890e+00 3.635999999999999943e+01 6.000000000000000559e-04
1.999990000000000101e-02 2.899999999999999911e+00 3.867999999999999972e+01 6.000000000000000559e-04
2.249989999999999976e-02 3.076000000000000068e+00 4.140999999999999659e+01 6.000000000000000559e-04
2.499990000000000198e-02 3.241999999999999993e+00 4.400999999999999801e+01 6.000000000000000559e-04
2.749990000000000073e-02 3.400999999999999801e+00 4.647999999999999687e+01 6.999999999999999929e-04
2.999989999999999948e-02 3.552000000000000046e+00 4.884000000000000341e+01 6.999999999999999929e-04
3.249989999999999823e-02 3.697000000000000064e+00 5.110000000000000142e+01 6.999999999999999929e-04
3.499990000000000046e-02 3.835999999999999854e+00 5.327000000000000313e+01 6.999999999999999929e-04
3.749989999999999574e-02 3.971000000000000085e+00 5.536999999999999744e+01 8.000000000000000383e-04
3.999989999999999796e-02 4.100999999999999979e+00 5.739000000000000057e+01 8.000000000000000383e-04
4.499989999999999546e-02 4.349999999999999645e+00 6.125000000000000000e+01 8.000000000000000383e-04
4.999989999999999990e-02 4.584999999999999964e+00 6.489000000000000057e+01 9.000000000000000838e-04
5.499989999999999740e-02 4.809000000000000163e+00 6.832999999999999829e+01 9.000000000000000838e-04
5.999989999999999490e-02 5.022999999999999687e+00 7.160999999999999943e+01 9.000000000000000838e-04
6.499989999999999934e-02 5.227999999999999758e+00 7.473999999999999488e+01 1.000000000000000021e-03
6.999990000000000379e-02 5.424999999999999822e+00 7.773000000000000398e+01 1.000000000000000021e-03
7.999989999999999879e-02 5.799999999999999822e+00 8.337999999999999545e+01 1.100000000000000066e-03
8.999989999999999379e-02 6.152000000000000135e+00 8.864000000000000057e+01 1.100000000000000066e-03
9.999990000000000268e-02 6.485000000000000320e+00 9.356000000000000227e+01 1.200000000000000112e-03
1.100000000000000006e-01 6.801000000000000156e+00 9.818999999999999773e+01 1.200000000000000112e-03
1.199999999999999956e-01 7.102999999999999758e+00 1.025999999999999943e+02 1.300000000000000157e-03
1.300000000000000044e-01 7.392999999999999794e+00 1.067999999999999972e+02 1.300000000000000157e-03
1.399989999999999846e-01 7.673000000000000043e+00 1.107000000000000028e+02 1.399999999999999986e-03
1.499989999999999934e-01 7.942000000000000171e+00 1.145000000000000000e+02 1.399999999999999986e-03
1.599990000000000023e-01 8.201999999999999957e+00 1.182000000000000028e+02 1.500000000000000031e-03
1.699990000000000112e-01 8.455000000000000071e+00 1.217000000000000028e+02 1.500000000000000031e-03
1.799989999999999923e-01 8.699999999999999289e+00 1.250000000000000000e+02 1.500000000000000031e-03
1.999990000000000101e-01 9.169999999999999929e+00 1.314000000000000057e+02 1.600000000000000077e-03
2.249990000000000046e-01 9.727000000000000313e+00 1.388000000000000114e+02 1.700000000000000122e-03
2.499989999999999990e-01 1.025000000000000000e+01 1.456999999999999886e+02 1.800000000000000168e-03
2.749990000000000490e-01 1.075000000000000000e+01 1.520999999999999943e+02 1.899999999999999996e-03
2.999990000000000157e-01 1.123000000000000043e+01 1.580999999999999943e+02 2.000000000000000042e-03
3.249990000000000379e-01 1.168999999999999950e+01 1.638000000000000114e+02 2.100000000000000304e-03
3.499990000000000046e-01 1.213000000000000078e+01 1.691999999999999886e+02 2.100000000000000304e-03
3.749990000000000268e-01 1.256000000000000050e+01 1.741999999999999886e+02 2.200000000000000133e-03
3.999990000000000490e-01 1.297000000000000064e+01 1.790999999999999943e+02 2.299999999999999961e-03
4.499990000000000379e-01 1.375999999999999979e+01 1.880999999999999943e+02 2.400000000000000223e-03
4.999990000000000268e-01 1.450000000000000000e+01 1.964000000000000057e+02 2.600000000000000314e-03
5.499990000000000157e-01 1.521000000000000085e+01 2.040999999999999943e+02 2.700000000000000143e-03
5.999990000000000601e-01 1.588000000000000078e+01 2.111999999999999886e+02 2.799999999999999972e-03
6.499989999999999934e-01 1.653000000000000114e+01 2.179000000000000057e+02 3.000000000000000062e-03
6.999990000000000379e-01 1.716000000000000014e+01 2.240999999999999943e+02 3.100000000000000325e-03
7.999990000000000157e-01 1.833999999999999986e+01 2.355999999999999943e+02 3.299999999999999982e-03
8.999989999999999934e-01 1.944999999999999929e+01 2.459000000000000057e+02 3.600000000000000335e-03
9.999990000000000823e-01 2.051000000000000156e+01 2.551999999999999886e+02 3.799999999999999992e-03
1.100000000000000089e+00 2.151000000000000156e+01 2.636999999999999886e+02 4.000000000000000083e-03
1.199999999999999956e+00 2.246000000000000085e+01 2.716000000000000227e+02 4.200000000000000608e-03
1.300000000000000044e+00 2.337999999999999901e+01 2.788000000000000114e+02 4.400000000000000265e-03
1.399999999999999911e+00 2.426000000000000156e+01 2.856000000000000227e+02 4.599999999999999922e-03
1.500000000000000000e+00 2.510999999999999943e+01 2.918999999999999773e+02 4.800000000000000447e-03
1.600000000000000089e+00 2.594000000000000128e+01 2.978000000000000114e+02 5.000000000000000104e-03
1.699999999999999956e+00 2.673999999999999844e+01 3.033000000000000114e+02 5.200000000000000629e-03
1.800000000000000044e+00 2.751000000000000156e+01 3.085000000000000000e+02 5.400000000000000286e-03
2.000000000000000000e+00 2.900000000000000000e+01 3.181000000000000227e+02 5.800000000000000468e-03
2.250000000000000000e+00 3.076000000000000156e+01 3.288000000000000114e+02 6.200000000000000649e-03
2.500000000000000000e+00 3.242000000000000171e+01 3.383000000000000114e+02 6.700000000000000226e-03
2.750000000000000000e+00 3.400999999999999801e+01 3.466999999999999886e+02 7.100000000000000408e-03
3.000000000000000000e+00 3.552000000000000313e+01 3.543000000000000114e+02 7.500000000000000590e-03
3.250000000000000000e+00 3.696999999999999886e+01 3.611999999999999886e+02 7.900000000000000772e-03
3.500000000000000000e+00 3.835999999999999943e+01 3.675000000000000000e+02 8.300000000000000086e-03
3.750000000000000000e+00 3.971000000000000085e+01 3.733000000000000114e+02 8.700000000000001135e-03
4.000000000000000000e+00 4.100999999999999801e+01 3.786000000000000227e+02 9.100000000000000450e-03
4.500000000000000000e+00 4.350000000000000000e+01 3.880000000000000000e+02 9.900000000000000813e-03
5.000000000000000000e+00 4.585000000000000142e+01 3.961000000000000227e+02 1.070000000000000118e-02
5.500000000000000000e+00 4.809000000000000341e+01 4.031000000000000227e+02 1.140000000000000041e-02
6.000000000000000000e+00 5.022999999999999687e+01 4.091999999999999886e+02 1.210000000000000138e-02
6.500000000000000000e+00 5.228000000000000114e+01 4.146000000000000227e+02 1.290000000000000001e-02
7.000000000000000000e+00 5.425000000000000000e+01 4.193999999999999773e+02 1.360000000000000098e-02
8.000000000000000000e+00 5.800000000000000000e+01 4.273000000000000114e+02 1.500000000000000118e-02
9.000000000000000000e+00 6.152000000000000313e+01 4.336999999999999886e+02 1.640000000000000138e-02
1.000000000000000000e+01 6.484999999999999432e+01 4.386999999999999886e+02 1.779999999999999985e-02
1.100000000000000000e+01 6.801000000000000512e+01 4.428000000000000114e+02 1.920000000000000179e-02
1.200000000000000000e+01 7.103000000000000114e+01 4.460000000000000000e+02 2.060000000000000026e-02
1.300000000000000000e+01 7.393999999999999773e+01 4.486000000000000227e+02 2.200000000000000219e-02
1.400000000000000000e+01 7.673000000000000398e+01 4.506000000000000227e+02 2.330000000000000127e-02
1.500000000000000000e+01 7.942000000000000171e+01 4.521000000000000227e+02 2.469999999999999973e-02
1.600000000000000000e+01 8.201999999999999602e+01 4.533000000000000114e+02 2.600000000000000228e-02
1.700000000000000000e+01 8.454999999999999716e+01 4.541000000000000227e+02 2.740000000000000074e-02
1.800000000000000000e+01 8.700000000000000000e+01 4.546000000000000227e+02 2.869999999999999982e-02
2.000000000000000000e+01 9.170999999999999375e+01 4.548999999999999773e+02 3.140000000000000430e-02
2.250000000000000000e+01 9.726999999999999602e+01 4.543000000000000114e+02 3.470000000000000168e-02
2.500000000000000000e+01 1.025000000000000000e+02 4.528000000000000114e+02 3.799999999999999906e-02
2.750000000000000000e+01 1.075000000000000000e+02 4.508000000000000114e+02 4.139999999999999930e-02
3.000000000000000000e+01 1.122999999999999972e+02 4.481999999999999886e+02 4.470000000000000362e-02
3.250000000000000000e+01 1.169000000000000057e+02 4.453999999999999773e+02 4.810000000000000386e-02
3.500000000000000000e+01 1.212999999999999972e+02 4.421999999999999886e+02 5.140000000000000124e-02
3.750000000000000000e+01 1.255999999999999943e+02 4.390000000000000000e+02 5.480000000000000149e-02
4.000000000000000000e+01 1.296999999999999886e+02 4.355000000000000000e+02 5.820000000000000173e-02
4.500000000000000000e+01 1.375999999999999943e+02 4.285000000000000000e+02 6.500000000000000222e-02
5.000000000000000000e+01 1.450000000000000000e+02 4.213000000000000114e+02 7.180000000000000271e-02
5.500000000000000000e+01 1.520999999999999943e+02 4.141000000000000227e+02 7.870000000000000606e-02
6.000000000000000000e+01 1.588000000000000114e+02 4.070000000000000000e+02 8.560000000000000941e-02
6.500000000000000000e+01 1.653000000000000114e+02 4.001000000000000227e+02 9.260000000000000175e-02
7.000000000000000000e+01 1.718000000000000114e+02 3.933000000000000114e+02 9.960000000000000797e-02
8.000000000000000000e+01 2.115000000000000000e+02 3.803000000000000114e+02 1.133000000000000118e-01
9.000000000000000000e+01 2.305999999999999943e+02 3.680000000000000000e+02 1.267999999999999960e-01
1.000000000000000000e+02 2.388000000000000114e+02 3.566000000000000227e+02 1.403999999999999970e-01
1.100000000000000000e+02 2.420000000000000000e+02 3.458999999999999773e+02 1.542000000000000037e-01
1.200000000000000000e+02 2.431999999999999886e+02 3.358999999999999773e+02 1.683000000000000052e-01
1.300000000000000000e+02 2.438000000000000114e+02 3.265000000000000000e+02 1.827000000000000013e-01
1.400000000000000000e+02 2.445999999999999943e+02 3.178000000000000114e+02 1.974000000000000199e-01
1.500000000000000000e+02 2.458000000000000114e+02 3.095000000000000000e+02 2.123000000000000165e-01
1.600000000000000000e+02 2.476999999999999886e+02 3.016999999999999886e+02 2.276000000000000245e-01
1.700000000000000000e+02 2.500999999999999943e+02 2.943999999999999773e+02 2.430000000000000215e-01
1.800000000000000000e+02 2.530999999999999943e+02 2.875000000000000000e+02 2.585999999999999965e-01
2.000000000000000000e+02 2.605000000000000000e+02 2.746999999999999886e+02 2.902000000000000135e-01
2.250000000000000000e+02 2.718999999999999773e+02 2.605000000000000000e+02 3.303000000000000380e-01
2.500000000000000000e+02 2.851999999999999886e+02 2.480000000000000000e+02 3.707000000000000295e-01
2.750000000000000000e+02 2.998000000000000114e+02 2.368000000000000114e+02 4.112000000000000099e-01
3.000000000000000000e+02 3.155000000000000000e+02 2.266999999999999886e+02 4.515000000000000124e-01
3.250000000000000000e+02 3.318999999999999773e+02 2.175999999999999943e+02 4.914000000000000035e-01
3.500000000000000000e+02 3.488999999999999773e+02 2.093000000000000114e+02 5.310000000000000275e-01
3.750000000000000000e+02 3.663999999999999773e+02 2.016999999999999886e+02 5.701000000000000512e-01
4.000000000000000000e+02 3.841000000000000227e+02 1.946999999999999886e+02 6.086000000000000298e-01
4.500000000000000000e+02 4.201000000000000227e+02 1.824000000000000057e+02 6.838000000000000744e-01
5.000000000000000000e+02 4.561000000000000227e+02 1.716999999999999886e+02 7.565000000000000613e-01
5.500000000000000000e+02 4.918000000000000114e+02 1.624000000000000057e+02 8.268000000000000904e-01
6.000000000000000000e+02 5.267999999999999545e+02 1.541999999999999886e+02 8.946000000000000618e-01
6.500000000000000000e+02 5.607999999999999545e+02 1.469000000000000057e+02 9.601000000000000645e-01
7.000000000000000000e+02 5.936000000000000227e+02 1.403000000000000114e+02 1.020000000000000018e+00
8.000000000000000000e+02 6.555000000000000000e+02 1.290999999999999943e+02 1.139999999999999902e+00
9.000000000000000000e+02 7.122999999999999545e+02 1.197000000000000028e+02 1.260000000000000009e+00
1.000000000000000000e+03 7.647000000000000455e+02 1.117999999999999972e+02 1.370000000000000107e+00
1.100000000000000000e+03 8.138999999999999773e+02 1.049000000000000057e+02 1.469999999999999973e+00
1.200000000000000000e+03 8.611000000000000227e+02 9.898999999999999488e+01 1.570000000000000062e+00
1.300000000000000000e+03 9.073999999999999773e+02 9.376999999999999602e+01 1.669999999999999929e+00
1.400000000000000000e+03 9.533999999999999773e+02 8.912999999999999545e+01 1.760000000000000009e+00
1.500000000000000000e+03 9.995000000000000000e+02 8.498999999999999488e+01 1.850000000000000089e+00
1.600000000000000000e+03 1.046000000000000000e+03 8.126000000000000512e+01 1.939999999999999947e+00
1.700000000000000000e+03 1.093000000000000000e+03 7.787999999999999545e+01 2.020000000000000018e+00
1.800000000000000000e+03 1.141000000000000000e+03 7.479999999999999716e+01 2.100000000000000089e+00
2.000000000000000000e+03 1.237000000000000000e+03 6.940000000000000568e+01 2.259999999999999787e+00
2.250000000000000000e+03 1.358000000000000000e+03 6.375999999999999801e+01 2.430000000000000160e+00
2.500000000000000000e+03 1.478000000000000000e+03 5.906000000000000227e+01 2.600000000000000089e+00
2.750000000000000000e+03 1.597000000000000000e+03 5.507000000000000028e+01 2.750000000000000000e+00
3.000000000000000000e+03 1.713000000000000000e+03 5.164000000000000057e+01 2.890000000000000124e+00
3.250000000000000000e+03 1.826000000000000000e+03 4.864999999999999858e+01 3.029999999999999805e+00
3.500000000000000000e+03 1.934000000000000000e+03 4.602000000000000313e+01 3.160000000000000142e+00
3.750000000000000000e+03 2.038000000000000000e+03 4.368999999999999773e+01 3.279999999999999805e+00
4.000000000000000000e+03 2.138000000000000000e+03 4.160000000000000142e+01 3.390000000000000124e+00
4.500000000000000000e+03 2.325000000000000000e+03 3.803000000000000114e+01 3.609999999999999876e+00
5.000000000000000000e+03 2.495000000000000000e+03 3.507000000000000028e+01 3.810000000000000053e+00
5.500000000000000000e+03 2.649000000000000000e+03 3.257999999999999829e+01 4.000000000000000000e+00
6.000000000000000000e+03 2.789000000000000000e+03 3.044999999999999929e+01 4.179999999999999716e+00
6.500000000000000000e+03 2.916000000000000000e+03 2.860000000000000142e+01 4.349999999999999645e+00
7.000000000000000000e+03 3.031000000000000000e+03 2.698000000000000043e+01 4.519999999999999574e+00
8.000000000000000000e+03 3.230000000000000000e+03 2.428000000000000114e+01 4.830000000000000071e+00
9.000000000000000000e+03 3.393000000000000000e+03 2.210999999999999943e+01 5.129999999999999893e+00
1.000000000000000000e+04 3.528000000000000000e+03 2.032000000000000028e+01 5.419999999999999929e+00
